[0.070s] Invoking command in '/home/rens/linorobot2_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/rens/linorobot2_ws/install/linorobot2_navigation:/home/rens/linorobot2_ws/install/linorobot2_description:/home/rens/linorobot2_ws/install/linorobot2_base:/home/rens/linorobot2_ws/install/linorobot2:/opt/ros/jazzy /usr/bin/cmake /home/rens/linorobot2_ws/src/micro_ros_setup -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/rens/linorobot2_ws/install/micro_ros_setup
[0.517s] -- The C compiler identification is GNU 13.3.0
[0.948s] -- The CXX compiler identification is GNU 13.3.0
[1.082s] -- Detecting C compiler ABI info
[1.820s] -- Detecting C compiler ABI info - done
[1.866s] -- Check for working C compiler: /usr/bin/cc - skipped
[1.867s] -- Detecting C compile features
[1.869s] -- Detecting C compile features - done
[1.956s] -- Detecting CXX compiler ABI info
[2.858s] -- Detecting CXX compiler ABI info - done
[2.968s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[2.969s] -- Detecting CXX compile features
[2.971s] -- Detecting CXX compile features - done
[3.047s] -- Found ament_cmake: 2.5.4 (/opt/ros/jazzy/share/ament_cmake/cmake)
[4.442s] -- Found Python3: /usr/bin/python3 (found version "3.12.3") found components: Interpreter 
[5.047s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[6.074s] -- Found ament_lint_auto: 0.17.3 (/opt/ros/jazzy/share/ament_lint_auto/cmake)
[6.828s] -- Configuring done (6.7s)
[6.904s] -- Generating done (0.1s)
[6.943s] -- Build files have been written to: /home/rens/linorobot2_ws/build/micro_ros_setup
[6.983s] Invoked command in '/home/rens/linorobot2_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/rens/linorobot2_ws/install/linorobot2_navigation:/home/rens/linorobot2_ws/install/linorobot2_description:/home/rens/linorobot2_ws/install/linorobot2_base:/home/rens/linorobot2_ws/install/linorobot2:/opt/ros/jazzy /usr/bin/cmake /home/rens/linorobot2_ws/src/micro_ros_setup -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/rens/linorobot2_ws/install/micro_ros_setup
[6.992s] Invoking command in '/home/rens/linorobot2_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/rens/linorobot2_ws/install/linorobot2_navigation:/home/rens/linorobot2_ws/install/linorobot2_description:/home/rens/linorobot2_ws/install/linorobot2_base:/home/rens/linorobot2_ws/install/linorobot2:/opt/ros/jazzy /usr/bin/cmake --build /home/rens/linorobot2_ws/build/micro_ros_setup -- -j4 -l4
[7.331s] Invoked command in '/home/rens/linorobot2_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/rens/linorobot2_ws/install/linorobot2_navigation:/home/rens/linorobot2_ws/install/linorobot2_description:/home/rens/linorobot2_ws/install/linorobot2_base:/home/rens/linorobot2_ws/install/linorobot2:/opt/ros/jazzy /usr/bin/cmake --build /home/rens/linorobot2_ws/build/micro_ros_setup -- -j4 -l4
[7.333s] Invoking command in '/home/rens/linorobot2_ws/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/rens/linorobot2_ws/install/linorobot2_navigation:/home/rens/linorobot2_ws/install/linorobot2_description:/home/rens/linorobot2_ws/install/linorobot2_base:/home/rens/linorobot2_ws/install/linorobot2:/opt/ros/jazzy /usr/bin/cmake --install /home/rens/linorobot2_ws/build/micro_ros_setup
[7.392s] -- Install configuration: ""
[7.397s] -- Execute custom install script
[10.148s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/generic/flash.sh
[10.151s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/generic/client-colcon.meta
[10.160s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/generic/create.sh
[10.170s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/generic/client_uros_packages.repos
[10.170s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/generic/build.sh
[10.182s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/dev_ros2_packages.txt
[10.183s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/generate_lib/dev_uros_packages.repos
[10.189s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host
[10.190s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/client_ros2_packages.txt
[10.192s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic
[10.196s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic/client-host-colcon.meta
[10.203s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic/package.xml
[10.208s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic/flash.sh
[10.222s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic/create.sh
[10.228s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic/client_host_packages.repos
[10.231s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/generic/build.sh
[10.242s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/dev_ros2_packages.txt
[10.251s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/host/dev_uros_packages.repos
[10.257s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/utils.sh
[10.259s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr
[10.265s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/list_apps.sh
[10.272s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic
[10.273s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/package.xml
[10.281s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/flash.sh
[10.291s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/supported_platforms
[10.292s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/client-colcon.meta
[10.301s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/create.sh
[10.303s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/client_uros_packages.repos
[10.304s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/board.repos
[10.313s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/build.sh
[10.316s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/generic/configure.sh
[10.321s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/dev_ros2_packages.txt
[10.328s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/zephyr/dev_uros_packages.repos
[10.328s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/client_ros2_packages.txt
[10.334s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/agent_uros_packages.repos
[10.336s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian
[10.343s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic
[10.344s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/flash.sh
[10.350s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/supported_platforms
[10.353s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/client-colcon.meta
[10.364s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/create.sh
[10.364s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/client_uros_packages.repos
[10.373s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/build.sh
[10.373s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/generic/configure.sh
[10.381s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/dev_ros2_packages.txt
[10.381s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/raspbian/dev_uros_packages.repos
[10.388s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/client_uros_packages.repos
[10.389s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android
[10.394s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic
[10.397s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic/package.xml
[10.398s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic/flash.sh
[10.400s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic/client-colcon.meta
[10.411s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic/create.sh
[10.414s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic/client_uros_packages.repos
[10.419s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/generic/build.sh
[10.425s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/dev_ros2_packages.txt
[10.426s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/android/dev_uros_packages.repos
[10.433s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos
[10.437s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/list_apps.sh
[10.441s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re
[10.444s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/package.xml
[10.449s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/flash.sh
[10.451s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client-colcon.meta
[10.457s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/create.sh
[10.459s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/client_uros_packages.repos
[10.460s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/board.repos
[10.466s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/build.sh
[10.466s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446re/configure.sh
[10.467s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze
[10.475s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/package.xml
[10.475s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/flash.sh
[10.477s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/client-colcon.meta
[10.482s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/create.sh
[10.483s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/client_uros_packages.repos
[10.485s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/board.repos
[10.485s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/build.sh
[10.492s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f446ze/configure.sh
[10.492s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407
[10.499s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/package.xml
[10.500s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/flash.sh
[10.501s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/client-colcon.meta
[10.501s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/create.sh
[10.508s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/client_uros_packages.repos
[10.508s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/board.repos
[10.509s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/build.sh
[10.515s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/olimex-stm32-e407/configure.sh
[10.521s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi
[10.521s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/package.xml
[10.522s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/flash.sh
[10.527s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client-colcon.meta
[10.528s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/create.sh
[10.532s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client_uros_packages.repos
[10.532s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/board.repos
[10.534s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/build.sh
[10.536s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f767zi/configure.sh
[10.548s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg
[10.548s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/package.xml
[10.549s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/flash.sh
[10.557s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client-colcon.meta
[10.558s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/create.sh
[10.559s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client_uros_packages.repos
[10.559s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/board.repos
[10.560s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/build.sh
[10.563s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/nucleo_f746zg/configure.sh
[10.564s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/dev_ros2_packages.txt
[10.566s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21
[10.570s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/package.xml
[10.571s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/flash.sh
[10.573s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/client-colcon.meta
[10.574s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/create.sh
[10.575s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/client_uros_packages.repos
[10.579s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/board.repos
[10.579s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/build.sh
[10.586s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/crazyflie21/configure.sh
[10.587s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32
[10.597s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/package.xml
[10.598s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/flash.sh
[10.599s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/client-colcon.meta
[10.607s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/create.sh
[10.609s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/client_uros_packages.repos
[10.610s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/board.repos
[10.611s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/README.md
[10.611s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/build.sh
[10.615s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/esp32/configure.sh
[10.615s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/freertos/dev_uros_packages.repos
[10.620s] -- Installing: /home/rens/linorobot2_ws/install/micro_ros_setup/./config/agent_ros2_packages.txt
[10.621s] Invoked command in '/home/rens/linorobot2_ws/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/rens/linorobot2_ws/install/linorobot2_navigation:/home/rens/linorobot2_ws/install/linorobot2_description:/home/rens/linorobot2_ws/install/linorobot2_base:/home/rens/linorobot2_ws/install/linorobot2:/opt/ros/jazzy /usr/bin/cmake --install /home/rens/linorobot2_ws/build/micro_ros_setup
